"District.Name","School.Name","math_ALL","math_FRP","reading_ALL","reading_FRP"
"Lincoln International High School","Lincoln International High School",12.5,12.5,NA,NA
"Community School Of Excellence","Community School Of Excellence Elementary School",29.81,28.27,18.54,16.45
"Community School Of Excellence","Community School Of Excellence High School",4.54,5.55,38.29,39.53
"Community School Of Excellence","Community School Of Excellence - Ms",26.17,24.84,29.06,28.21
"Lionsgate Academy","Lionsgate Academy - Minnetonka",18.57,13.79,45.07,39.13
"Lionsgate Academy","Lionsgate Academy - Shoreview",13.95,11.53,32.55,33.33
"Aspen Academy","Aspen Academy",53.78,39.63,57.57,48.17
"Davinci Academy","Davinci Academy",48.78,35.95,57.18,47.19
"Global Academy","Global Academy",32.33,30.07,52,49.63
"Cologne Academy","Cologne Academy",82.57,74.62,81.14,73.13
"Cologne Academy","Cologne Academy Online",40.9,NA,45.45,NA
"Kipp Minnesota Charter School","Kipp North Star Academy",0.97,1.04,17.47,17.7
"Kipp Minnesota Charter School","Kipp North Star Primary",8.69,9.75,6.52,7.31
"Best Academy","Best Academy",19.49,19.76,26.97,26.25
"Best Academy","Wakanda Virtual Academy",22.16,22.22,33.5,34.02
"Cannon River Stem School","Cannon River Stem School",11.33,12.08,33.33,35.16
"Discovery Woods","Discovery Woods",21.81,19.44,41.81,27.77
"Parnassus Preparatory School","Parnassus Preparatory School-Grammar",62.66,47.15,41.2,26.01
"Parnassus Preparatory School","Parnassus Preparatory School-Logic",39.78,20.98,46.52,34.37
"Parnassus Preparatory School","Parnassus Preparatory School-Rhetoric",51.92,27.27,67.18,40.74
"Step Academy","Step Academy Charter School",9.92,10.37,40.51,39.34
"Step Academy","Step Academy Elementary",18.64,19.26,29.66,28.44
"Step Academy","Step Academy Kg-5Th - Burnsville",16.25,16.25,33.75,33.75
"Step Academy","Step Academy 6-12 - Burnsville",14.28,14.47,38.96,38.15
"Cornerstone Montessori Elementary","Cornerstone Montessori Elementary",19.44,13.51,47.22,29.72
"Hennepin Schools","Hennepin Schools Lower Campus",31.81,30.12,20.45,19.27
"Hennepin Schools","Hennepin Schools Upper Campus",21.85,21.59,30.05,30.11
"Vermilion Country School","Vermilion Country School",0,0,9.09,NA
"Nasha Shkola Charter School","Nasha Shkola Charter School",52.17,45.28,39.13,35.84
"Prodeo Academy","Prodeo Academy Columbia Heights Primary",NA,NA,NA,NA
"Prodeo Academy","Prodeo Academy Columbia Heights Elementary",32.41,30.82,19.31,20.3
"Prodeo Academy","Prodeo Academy Columbia Heights Middle",15.38,15.91,25.27,25.3
"Prodeo Academy","Prodeo Academy St. Paul Primary",NA,NA,NA,NA
"Prodeo Academy","Prodeo Academy St. Paul Elementary",44.3,44,35.44,34.66
"Prodeo Academy","Prodeo Academy St. Paul Middle",52.34,52.45,37.2,36.58
"Sejong Academy Of Minnesota","Sejong Academy Lower School",32.53,31.57,27.71,26.31
"Sejong Academy Of Minnesota","Sejong Academy Upper School",15,15.62,40.9,43.05
"Technical Academies Of Minnesota","Dream Technical Academy",4,4.76,19.23,NA
"Venture Academy","Venture Academy High School",6.66,6.66,11.76,11.76
"Venture Academy","Venture Academy Middle School",1.35,1.35,6.75,6.75
"Northeast College Prep","Northeast College Prep Charter School",12.83,12.14,24.66,24.82
"Agamim Classical Academy","Agamim Classical Academy",48.36,25.75,52.59,34.32
"Discovery Charter School","Discovery Charter Elementary School",31.3,20.83,40,31.25
"Saint Cloud Math And Science Academy Charter School","Saint Cloud Math And Science Academy Charter School",34.4,35.53,31.2,32.23
"Saint Cloud Math And Science Academy Charter School","St. Cloud Math & Science Academy Middle School",15.9,15.9,35.22,35.22
"Star Of The North Academy Charter School","Star Of The North Academy - East Bethel Campus",27.2,25.75,35.29,34.09
"Star Of The North Academy Charter School","Star Of The North Academy - Coon Rapids Campus",21.62,21.62,33.78,33.78
"Universal Academy Charter School","Universal Academy Elementary",41.37,43.15,43.34,45.78
"Universal Academy Charter School","Universal Academy Middle/High",30.39,33.33,42.47,45.83
"Universal Academy Charter School","Universal Academy South Elementary",17.3,21.42,21.15,26.19
"Bdote Learning Center","Bdote Learning Center",0,0,2.63,2.63
"Art And Science Academy","Art And Science Academy",41.33,45.83,40,45.83
"Art And Science Academy","Art & Science Academy Middle School",15.62,17.07,40.62,29.26
"Woodbury Leadership Academy","Woodbury Leadership Academy Elementary School",69.59,40,65.78,43.75
"Woodbury Leadership Academy","Woodbury Leadership Academy Secondary School",42.18,26.41,56.77,49.05
"Terra Nova School","Terra Nova School",5.26,NA,14.28,NA
"Minnesota Excellence In Learning Academy","Minnesota Excellence In Learning Academy",17.72,16.94,30.37,25.42
"Minnesota Math And Science Academy","Mmsa Elementary School",9.6,9.67,20.63,20.8
"Minnesota Math And Science Academy","Mmsa Secondary School",13.18,12.77,22.52,22.22
"Success Academy","Success Academy - Bloomington - Elementary",21.81,19.6,25.45,21.56
"Success Academy","Success Academy St. Cloud - Elementary",24.28,23.18,22.85,21.73
"Success Academy","Success Academy - Bloomington - Middle",16.12,14.03,45.16,43.85
"Success Academy","Success Academy St. Cloud - Middle",10,10,32,32
"Level Up Academy","Level Up Academy",23.17,24.39,31.7,36.58
"Level Up Academy","Level Up Academy Middle School",8.47,8,25.42,20
"Career Pathways","Career Pathways",2.94,3.33,0,0
"Rochester Beacon Academy","Rochester Beacon Academy",0,0,28.26,33.33
"Twin Lakes Stem Academy","Twin Lakes Stem Academy",10,9.25,20.9,19.44
"New Century School","New Century School",22.98,18.79,23.12,19.59
"New Century School","New Century School Secondary Program",14.18,13.88,35,33.72
"New Century School","Ncs Online Program",0,0,3.7,3.84
"New Century School","Compass Academy",38.2,39.5,28.08,28.39
"New Century School","Compass Academy Secondary",6.97,5.12,34.88,33.33
"North Metro Flex Academy","North Metro Flex Academy",26.37,22.38,32.96,20.89
"North Metro Flex Academy","North Metro Flex Middle School",8.1,3.22,35.13,32.25
"Fit Academy","Fit Academy",39.51,32.2,42.74,30.5
"Fit Academy","Fit Academy High School",18.4,14.51,39.23,28.98
"Athlos Academy Of Saint Cloud","Athlos Academy Of Saint Cloud",10.34,9.67,19.86,16.8
"Phoenix Academy Charter School","Phoenix Academy Charter School",46.83,57.14,43.03,51.42
"Marine Area Community School","Marine Area Community School",33.92,NA,41.07,NA
"Skyline Math And Science Academy ","Skyline Math And Science Academy",6.97,7.79,5.81,5.19
"Skyline Math And Science Academy ","Skyline Math And Science Academy Online",0,0,0,0
"The Journey School","The Journey School",6.94,6.77,12.5,8.47
"Scitech Academy Charter School","Scitech Academy Charter School",7.38,7.46,11.82,11.44
"Progeny Academy Charter School","Progeny Academy Charter School",5.26,4.91,23.68,24.59
"Gateway Stem Academy","Gateway Stem Academy Charter School",7,7.14,15,15.3
"Three Rivers Montessori School","Three Rivers Montessori School",27.45,9.52,29.41,14.28
"Horizon Science Academy Twin Cities","Horizon Science Academy Twin Cities",9.82,9.9,16.96,17.11
"Great Oaks Academy Charter School","Great Oaks Academy School Of Grammar",63.45,42.85,58.88,42.85
"Great Oaks Academy Charter School","Great Oaks Academy School Of Logic",51.54,45,68.04,70
"Quantum Steam Academy Charter School","Quantum Steam Academy Elementary School",29.41,29.41,15.68,15.68
"Quantum Steam Academy Charter School","Quantum Steam Academy Middle School",8.57,8.57,27.14,27.14
"Steam Academy Charter School","Steam Academy Charter School",6.45,3.44,19.35,17.24
"Aurora Waasakone Community Of Learners Charter School","Aurora Waasakone Community Of Learners Charter School",13.54,12.5,29.16,27.08
"Modern Montessori Charter School","Modern Montessori Charter School",23.68,25,35.08,25
"St. Paul School Of Northern Lights","St. Paul School Of Northern Lights",26.47,14.7,46.07,32.35
"Notre Ecole Academy","Notre Ecole Academy",76.19,NA,61.9,NA
"Exploration High School","Exploration High School",2.7,NA,24.13,NA
"Aspire Academy Charter School","Aspire Academy Elementary",12.85,11.29,11.42,9.67
"Aspire Academy Charter School","Aspire Academy Middle School",15.55,17.94,42.22,46.15
"Innovation Science And Technology Academy Charter School","Innovation Science And Technology Academy Elementary",24.32,24.32,29.72,29.72
"Escuela Exitos Charter School","Escuela Exitos",7.25,7.4,4.03,2.77
"Gentry Academy Charter School","Gentry Academy High",40.74,NA,58.97,NA
"Gentry Academy Charter School","Gentry Academy Middle",55.55,NA,53.03,NA
"Aim Academy Of Science And Technology","Aim Academy Of Science And Technology",10.52,10.66,35.55,35.95
"Oak Hill Montessori Community School","Oak Hill Montessori Community School",45.94,NA,68.46,NA
"Kalon Prep Academy","Kalon Prep Academy",15.15,10,33.33,28.57
"Creekstone Montessori Charter School","Creekstone Montessori",16.66,NA,50,NA
"Rollingstone Community School","Rollingstone Community School",20,NA,20,NA
"Bultum Academy Charter School","Bultum Academy",28.2,28.86,35.04,35.05
"Marine Village School","Marine Village School",46.15,NA,53.84,NA
"Endazhi-Nitaawiging","Endazhi-Nitaawiging",1.69,2.17,10.16,10.86
"Surad Academy","Surad Academy",40.74,40.74,37.03,37.03
"Heartland Lakes Community School","Heartland Lakes Community School Elementary",31.25,NA,43.75,NA
"River Bend Education District","Imprints Program",4.34,NA,17.39,NA
"Goodhue County Education District","Reach Programs",7.4,4.76,3.44,0
"Goodhue County Education District","5Riversonline Elementary",15,NA,15,NA
"Goodhue County Education District","5Riversonline Secondary",0,0,4.83,NA
"Northland Learning Center","Nlc 6076 Special Education Program",0,0,9.09,3.7
"Rum River Special Education Cooperative","Rum River North",11.53,10.52,12.24,5.55
"Austin Albert Lea Area Special Education Cooperative (Aalasec)","Oakland Education Center",NA,NA,4,NA
"Northern Lights Academy Cooperative","Nla-Carlton",0,NA,NA,NA
